Country;Region;Technology;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Chinese Taipei;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;Asia;Hydropower;74638.721;74447.106;71459.827;67069;77868.117;89990.097;108312.407;119382.685;122337.658;113684.254;112125.399;124673.107;133093.99;125953.393;140814.209;135511.823;130160.699;131351.158;136642.33;149543.966;164675.21;161548.464
India;Asia;Renewable hydropower;73485.371;73293.756;70306.477;65915.65;76057.767;87011.697;105041.957;114798.235;117388.258;108734.854;107175.999;119723.707;128144.59;121003.993;135864.809;130562.423;125211.299;126401.758;131692.93;144594.566;159725.81;156599.064
India;Asia;Pumped storage;1153.35;1153.35;1153.35;1153.35;1810.35;2978.4;3270.45;4584.45;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4;4949.4
India;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;Asia;Wind;1318.906;1536.854;2205.768;2550.562;3923.078;5561.864;6873.692;9387.048;11835.131;14595.036;16104.034;19528.142;23069.18;24639.953;27235.366;31872.871;36273.128;47669.778;55008.662;62688.878;63522.265;62272.48
India;Asia;Onshore wind energy;1318.906;1536.854;2205.768;2550.562;3923.078;5561.864;6873.692;9387.048;11835.131;14595.036;16104.034;19528.142;23069.18;24639.953;27235.366;31872.871;36273.128;47669.778;55008.662;62688.878;63522.265;62272.48
India;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;Asia;Solar;1.464;7.747;9.327;10.92;10.544;18.143;15.491;39.549;42.463;51.079;69.748;313.985;979.543;1689.164;3104.366;5984.162;10186.293;18135.076;31106.334;43933.239;54729.202;65941.659
India;Asia;Solar photovoltaic;1.464;7.747;9.327;10.92;10.544;18.143;15.491;39.549;42.463;51.079;69.748;310.043;974.024;1604.805;2744.067;5623.863;9825.994;17774.777;30746.035;43572.94;54368.903;65581.36
India;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;3.942;5.519;84.359;360.299;360.299;360.299;360.299;360.299;360.299;360.299;360.299
India;Asia;Bioenergy;2814.441;2951.151;3483.255;4132.277;5144.17;6198.16;7355.239;9289.149;10342.782;11282.383;16974.319;17600.091;23914.818;28613.112;33236.034;28866.46;18212.264;16664.184;18728.643;20912.686;20662.433;23310.675
India;Asia;Solid biofuels and renewable municipal waste;2814.441;2951.151;3483.255;4132.277;5144.17;6198.16;7355.239;9288.711;10341.437;11281.038;16972.974;17594.05;23905.098;28600.045;33220.266;28844.326;18188.534;16635.363;18697.194;20880.797;20629.934;23278.176
India;Asia;Renewable municipal waste;0;0;0;0;0;36.926;40.968;59.944;81.255;88.578;112.844;148.028;185.676;237.049;274.769;320.119;290.404;301.249;416.903;579.167;929.173;1577.712
India;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;Asia;Other solid biofuels;2814.441;2951.151;3483.255;4132.277;5144.17;6161.234;7314.271;9228.767;10260.182;11192.46;16860.13;17446.022;23719.422;28362.996;32945.497;28524.207;17898.13;16334.114;18280.291;20301.63;19700.761;21700.464
India;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;Asia;Biogas;0;0;0;0;0;0;0;0.438;1.345;1.345;1.345;6.041;9.72;13.067;15.768;22.134;23.73;28.821;31.449;31.889;32.499;32.499
India;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Hydropower;10022.74;11666.892;9944.1;9110.101;9686.762;10740.879;9637.205;11303.931;11547.374;11405.325;17491.974;12448.313;12830.192;16962.526;15200.602;13779.853;18728.022;18682.567;21637;21161;24325;24697
Indonesia;Asia;Renewable hydropower;10022.74;11666.892;9944.1;9110.101;9686.762;10740.879;9637.205;11303.931;11547.374;11405.325;17491.974;12448.313;12830.192;16962.526;15200.602;13779.853;18728.022;18682.567;21637;21161;24325;24697
Indonesia;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Wind;0;0;0;0;0;0;0;0.02;0.3;3.7;3.63;4.7;4.6;0.662;1.177;3.7;5.7;5.7;7.7;7.7;7.7;7.7
Indonesia;Asia;Onshore wind energy;0;0;0;0;0;0;0;0.02;0.3;3.7;3.63;4.7;4.6;0.662;1.177;3.7;5.7;5.7;7.7;7.7;7.7;7.7
Indonesia;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Solar;0.685;1.642;2.295;3.033;2.679;2.786;4.454;11.461;19.203;27.106;29.446;32.586;47.899;64.508;72.392;88.938;104.955;115.121;91;118;171;192.62
Indonesia;Asia;Solar photovoltaic;0.685;1.642;2.295;3.033;2.679;2.786;4.454;11.461;19.203;27.106;29.446;32.586;47.899;64.508;72.392;88.938;104.955;115.121;91;118;171;192.62
Indonesia;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Bioenergy;4278.35;4575.2;4702.1;4801.5;5008.01;5332.5;4903.75;5982.75;6503;6114;7813.921;8669.257;8893.836;9157.518;9199.825;9760.192;10215.24;11745.009;12439.04;12176.5;12362.5;14970.5
Indonesia;Asia;Solid biofuels and renewable municipal waste;4278.35;4575.2;4702.1;4801.5;5008.01;5332.5;4903.75;5979.964;6500.214;6111.214;7805.879;8645.447;8870.026;9110.056;9149.209;9616.388;10046.627;11480.579;11855;11558.5;11563.5;14030.5
Indonesia;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;15.45;26.5;20.5;18;9.5;3;295;311;10.5;8.5;5.5
Indonesia;Asia;Bagasse;478;503.7;510.6;490;535;586;584;504;512;528;532;480;574;568;572;540;560;560;584.645;578.161;553.312;727.186
Indonesia;Asia;Other solid biofuels;3800.35;4071.5;4191.5;4311.5;4473.01;4746.5;4319.75;5475.964;5988.214;5583.214;7273.879;8149.997;8269.526;8521.556;8559.209;9066.888;9483.627;10625.579;10959.355;10969.839;11001.688;13297.814
Indonesia;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Asia;Biogas;0;0;0;0;0;0;0;2.786;2.786;2.786;8.042;23.81;23.81;47.462;50.616;143.804;168.613;264.43;584.04;618;799;940
Indonesia;Asia;Geothermal;5298;5964;6374;5918;6294;6604;6658;7021;8309;9295;9357;9371;9417;9414;10038;10048;10656;12764;14019;14100;15563;15899
Japan;Asia;Hydropower;96817;93872;91801;104137;103147;86350;97340;84234;83504;83832;90682;91709;83645;84886;86942;91270;85665;91103;88348;87653;87548;88826
Japan;Asia;Renewable hydropower;84048;81154;80871;94734;93423;76925;88568;73823;77172;78566;83801;84918;76529;79391;83532;87118;79484;83795;80969;79993;78807;78793
Japan;Asia;Pumped storage;12769;12718;10930;9403;9724;9425;8772;10411;6332;5266;6881;6791;7116;5495;3410;4152;6181;7308;7379;7660;8741;10033
Japan;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japan;Asia;Wind;109;252;415;833;1310;1751;2167;2614;2942;3613;4017;4677;4838;5187;5217;5580;6166;6490;7481;7618;8970;9429
Japan;Asia;Onshore wind energy;109;252;415;830.9;1307.9;1748.9;2164.9;2594.4;2922.4;3593.4;3972.9;4632.9;4793.725;5100.025;5130.025;5487.25;6061;6385;7376;7513;8865;9324
Japan;Asia;Offshore wind energy;0;0;0;2.1;2.1;2.1;2.1;19.6;19.6;19.6;44.1;44.1;44.275;86.975;86.975;92.75;105;105;105;105;105;105
Japan;Asia;Solar;357;547;644;857;1118;1420;1721;1972;2206;2657;3543;4839;6613;12880;22952;34802;45761;55068;62668;69381;79087;86094
Japan;Asia;Solar photovoltaic;357;547;644;857;1118;1420;1721;1972;2206;2657;3543;4839;6613;12880;22952;34802;45761;55068;62668;69381;79087;86094
Japan;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japan;Asia;Bioenergy;9120;8704;9006;9507;9905;13466;13491;14021;13454;12413;12451;12692;13021;14340;15261;15852;17278;19914;21002;25451;27749;34172
Japan;Asia;Solid biofuels and renewable municipal waste;9120;8704;9006;9507;9905;13466;13491;14021;13454;12411;12444;12685;13015;14328;15246;15837;17278;19914;21002;25447;27741;34172
Japan;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;2812;2996;2986;3086;3096;3123;1828;1695;1811;1907;1770;1855
Japan;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japan;Asia;Other solid biofuels;9120;8704;9006;9507;9905;13466;13491;14021;13454;12411;9632;9689;10029;11242;12150;12714;15450;18219;19191;23540;25971;32317
Japan;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japan;Asia;Biogas;0;0;0;0;0;0;0;0;0;2;7;7;6;12;15;15;0;0;0;4;8;0
Japan;Asia;Geothermal;3348;3432;3374;3484;3374;3226;3081;3043;2750;2886;2632;2676;2609;2603;2620;2595;2501;2457;2524;2847;2992;3008
Kazakhstan;Asia;Hydropower;7531;8081;8890;8600;8000;7900;7700;8200;7400;6800;8022.023;7900;7600;7731;8262.831;9269.191;11620.764;11210.192;10395.354;9993.659;9660.324;9208.472
Kazakhstan;Asia;Renewable hydropower;7531;8081;8890;8600;8000;7900;7700;8200;7400;6800;8022.023;7900;7600;7731;8262.831;9269.191;11620.764;11210.192;10395.354;9993.659;9660.324;9208.472
Kazakhstan;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Wind;0;0;0;0;0;0;0;0;0;0;0;0;3.055;4.547;13.301;131.722;274.983;339.8;460.583;717.4;1076.7;1776.41
Kazakhstan;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;3.055;4.547;13.301;131.722;274.983;339.8;460.583;717.4;1076.7;1776.41
Kazakhstan;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Solar;0;0;0;0;0;0;0;0;0;0;0;0;0;0.776;1.268;46.171;88.403;93.039;141.311;563.14;1349.7;1641.09
Kazakhstan;Asia;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0.776;1.268;46.171;88.403;93.039;141.311;563.14;1349.7;1641.09
Kazakhstan;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.755;40.581;45.719;50.503;26.835;29.366;35.209;29.947
Kazakhstan;Asia;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.916;12.402;10.698;17.067;25.535;26.366;27.382;27.382
Kazakhstan;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.916;12.402;10.698;17.067;25.535;26.366;27.382;27.382
Kazakhstan;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;Asia;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31.839;28.179;35.021;33.436;1.3;3;7.827;2.565
Kazakhstan;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Hydropower;10200;10600;10620;11720;12500;13132;12620;13280;14068;12500;13400;13200;13500;13702;13649.586;10000;12800;11900;12800;11000;12800;16100
Democratic People's Republic of Korea;Asia;Renewable hydropower;10200;10600;10620;11720;12500;13132;12620;13280;14068;12500;13400;13200;13500;13702;13649.586;10000;12800;11900;12800;11000;12800;16100
Democratic People's Republic of Korea;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Wind;0;0;0;0;0;0;0;0;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;1.05;1.05;1.05;1.05;1.05
Democratic People's Republic of Korea;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;0.35;1.05;1.05;1.05;1.05;1.05
Democratic People's Republic of Korea;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Solar;0;0.035;0.049;0.332;0.432;0.47;0.538;0.592;0.637;0.822;1.227;2.18;2.959;7.919;14.136;29.404;40.679;44.866;48.736;53.896;53.896;66.796
Democratic People's Republic of Korea;Asia;Solar photovoltaic;0;0.035;0.049;0.332;0.432;0.47;0.538;0.592;0.637;0.822;1.227;2.18;2.959;7.919;14.136;29.404;40.679;44.866;48.736;53.896;53.896;66.796
Democratic People's Republic of Korea;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Democratic People's Republic of Korea;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Republic of Korea;Asia;Hydropower;5610;5972;5311;6903;5880;5189;5219;5042;5563;5641;6472;7831;7652;8394;7820;5796;6634;7006;7270;6249;7148;6737
Republic of Korea;Asia;Renewable hydropower;4010;4151;3233;4902;4330;3673;3468;3631;3070;2813;3682;4598;3969;4289;2752;2146;2847;2820;3359;2791;3877;3054
Republic of Korea;Asia;Pumped storage;1600;1821;2078;2001;1550;1516;1751;1411;2493;2828;2790;3233;3683;4105;5068;3650;3787;4186;3911;3458;3271;3683
Republic of Korea;Asia;Marine;0;0;0;0;0;0;0;0;0;0;1.039;52.307;465.924;484;492;496;496;489;485;474;457;455
Republic of Korea;Asia;Wind;17;13;15;25;47;130;239;376;436;685;817;863;917;1149;1146;1342;1683;2169;2465;2680;3151;3183
Republic of Korea;Asia;Onshore wind energy;17;13;15;25;47;130;239;376;436;685;817;863;907.119;1139.026;1126.338;1325.364;1619.119;2087.774;2338.278;2549.05;2890.492;2931.905
Republic of Korea;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;9.881;9.974;19.662;16.636;63.881;81.226;126.722;130.95;260.508;251.095
Republic of Korea;Asia;Solar;5;6;7;8;10;15;31;70;285;566;772;917.06;1103.06;1605.06;2557;3975;5123;7057;9208;12996;17967;23394
Republic of Korea;Asia;Solar photovoltaic;5;6;7;8;10;15;31;70;285;566;772;917;1103;1605;2557;3975;5123;7057;9208;12996;17967;23394
Republic of Korea;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0.06;0.06;0.06;0;0;0;0;0;0;0;0
Republic of Korea;Asia;Bioenergy;79;88;179;188;244;234;280;480;585;623;915;1101;1104;1256;1606;2683;5832;6100;7526;8464;8298;7506
Republic of Korea;Asia;Solid biofuels and renewable municipal waste;68;76;108;88;93;104;114;138;131;154;383;490;538;647;410;862;3858;4290;5338;5578;5697;5439
Republic of Korea;Asia;Renewable municipal waste;22;34;57;60;69;71;82;113;91;108;121;109;140;147;144;196;184;171;173;163;163;219
Republic of Korea;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Republic of Korea;Asia;Other solid biofuels;46;42;51;28;24;33;32;25;40;46;262;381;398;500;266;666;3674;4119;5165;5415;5534;5220
Republic of Korea;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;537;1233;1455;1242;1610;2295;1918;1444
Republic of Korea;Asia;Biogas;11;12;71;100;151;130;166;342;454;469;532;611;566;609;659;588;519;568;578;591;683;623
Republic of Korea;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Hydropower;13682;12430;10787;13004;14094.3;13980.4;13652.5;14004.1;10759.1;10098;11254.6;14309.1;14179;13096.7;13297.6;11092.7;11497.8;14203.5;14318.3;13859.2;13979.12;12957.141
Kyrgyzstan;Asia;Renewable hydropower;13682;12430;10787;13004;14094.3;13980.4;13652.5;14004.1;10759.1;10098;11254.6;14309.1;14179;13096.7;13297.6;11092.7;11497.8;14203.5;14318.3;13859.2;13979.12;12957.141
Kyrgyzstan;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Solar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Hydropower;3689.1;3641.4;3479.2;3188.1;3357.4;3522;3608.3;3385.8;3730.5;3389.1;8457.6;12992.3;12769.1;15517.105;15749.102;16000.347;17601.217;19489.233;21169.425;26902.295;26316.935;28326.764
Lao People's Democratic Republic;Asia;Renewable hydropower;3689.1;3641.4;3479.2;3188.1;3357.4;3522;3608.3;3385.8;3730.5;3389.1;8457.6;12992.3;12769.1;15517.105;15749.102;16000.347;17601.217;19489.233;21169.425;26902.295;26316.935;28326.764
Lao People's Democratic Republic;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Solar;0;0;0;0;0;0;0.003;0.003;0.004;0.011;0.02;0.022;0.022;0.652;2.107;2.589;2.801;11.12;19.097;43.954;46.012;47.809
Lao People's Democratic Republic;Asia;Solar photovoltaic;0;0;0;0;0;0;0.003;0.003;0.004;0.011;0.02;0.022;0.022;0.652;2.107;2.589;2.801;11.12;19.097;43.954;46.012;47.809
Lao People's Democratic Republic;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;5.33;6.57;3.56;4.75;27.48;52.68;52.63;52.63;52.63
Lao People's Democratic Republic;Asia;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;5.33;6.57;3.56;4.75;27.48;52.68;52.63;52.63;52.63
Lao People's Democratic Republic;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;5.33;6.57;3.56;4.75;27.48;52.68;52.63;52.63;52.63
Lao People's Democratic Republic;Asia;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lao People's Democratic Republic;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Hydropower;6994;6066;5415;5090;5573.014;6007.014;6323.032;5957.032;7807.105;6890.184;6361.277;8056.286;9251.286;11799.301;13540.932;15525.016;20358.148;26717.205;26296.239;26281.291;27302.291;27302.291
Malaysia;Asia;Renewable hydropower;6994;6066;5415;5090;5573.014;6007.014;6323.032;5957.032;7807.105;6890.184;6361.277;8056.286;9251.286;11799.301;13540.932;15525.016;20358.148;26717.205;26296.239;26281.291;27302.291;27302.291
Malaysia;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Solar;0;0;0;0;0;0;0;0.554;0.664;0.664;0.669;0.669;6.935;54.505;196.129;280.47;362.568;427.332;477.274;481.26;430.017;430.055
Malaysia;Asia;Solar photovoltaic;0;0;0;0;0;0;0;0.554;0.664;0.664;0.669;0.669;6.935;54.505;196.129;280.47;362.568;427.332;477.274;481.26;430.017;430.055
Malaysia;Asia;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Bioenergy;570.904;572.149;572.149;573.763;579.415;602.025;713.945;883.197;915.174;1074.205;1355.128;636.428;1589.07;1263.5;800.75;918.5;696.46;891.84;1719.11;2097.1;2864.57;2864.57
Malaysia;Asia;Solid biofuels and renewable municipal waste;570.904;570.904;570.904;572.518;578.17;600.78;712.7;881.952;913.929;1071.714;1351.859;631.477;1581.51;1239.04;750.48;855.16;589.35;675.51;1467.33;1782.81;2479.66;2479.66
Malaysia;Asia;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;4.587;4.587;16.885;11.144;4.348;18.09;7.601;18.671;8.118;8.931;9.844;9.844
Malaysia;Asia;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Other solid biofuels;570.904;570.904;570.904;572.518;578.17;600.78;712.7;881.952;913.929;1071.714;1347.272;626.89;1564.625;1227.896;746.132;837.07;581.749;656.839;1459.212;1773.879;2469.816;2469.816
Malaysia;Asia;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;Asia;Biogas;0;1.245;1.245;1.245;1.245;1.245;1.245;1.245;1.245;2.491;3.269;4.951;7.56;24.46;50.27;63.34;107.11;216.33;251.78;314.29;384.91;384.91
Malaysia;Asia;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Renewable hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Wind;0;0;0;0;0;0;0;0;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465
Maldives;Asia;Onshore wind energy;0;0;0;0;0;0;0;0;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465;2.465
Maldives;Asia;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maldives;Asia;Solar;0;0;0;0;0;0.018;0.078;0.108;0.111;0.216;0.249;0.276;1.986;2.63;5.823;7.198;11.232;16.186;24.717;30.908;40.058;46.208
Maldives;Asia;Solar photovoltaic;0;0;0;0;0;0.018;0.078;0.108;0.111;0.216;0.249;0.276;1.986;2.63;5.823;7.198;11.232;16.186;24.717;30.908;40.058;46.208
