Country;Region;Technology;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Czechia;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;Europe;Other solid biofuels;382;381;367;373;564;560;731;968;1171;1396;1492;1686;1817;1683;1992;2092;2067;2213.397;2120.884;2398.734;2498.966;2664.593
Czechia;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;Europe;Biogas;135;133;127;108;138;160;177;215;267;441;635;930;1468;2294;2583;2611;2590;2639.265;2607.205;2528.078;2596.449;2592.779
Czechia;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;Europe;Hydropower;30;28;32;21;27;23;23;28;26;19;20.642;16.868;17.476;13.419;15.104;18.03;19.272;17.871;14.862;16.955;17.064;16.294
Denmark;Europe;Renewable hydropower;30;28;32;21;27;23;23;28;26;19;20.642;16.868;17.476;13.419;15.104;18.03;19.272;17.871;14.862;16.955;17.064;16.294
Denmark;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;Europe;Marine;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0
Denmark;Europe;Wind;4241;4306;4877;5561;6583;6614;6108;7171;6928;6721;7809.422;9774.184;10269.94;11123.273;13078.504;14133.092;12781.731;14780;13901.955;16149.833;16330.214;16054.467
Denmark;Europe;Onshore wind energy;4152.272;4218.087;4521.179;4811.713;5687.697;5721.417;5283.864;6199.996;6001.519;5445.224;5117.35;6369.574;6798.187;6772.18;7913.075;9300.406;8131.703;9600.228;9271.815;9952.264;9727.128;8461.63
Denmark;Europe;Offshore wind energy;88.728;87.913;355.821;749.287;895.303;892.583;824.136;971.004;926.481;1275.776;2692.072;3404.61;3471.753;4351.093;5165.429;4832.686;4650.028;5179.772;4630.14;6197.569;6603.086;7592.837
Denmark;Europe;Solar;1;1;1;2;2;2;2;2;3;4;6.027;14.94;103.861;517.541;595.518;604.262;743.78;751.485;952.973;963.269;1180.532;1308.929
Denmark;Europe;Solar photovoltaic;1;1;1;2;2;2;2;2;3;4;6.027;14.94;103.861;517.541;595.518;604.262;743.78;751.485;952.973;963.269;1180.532;1308.929
Denmark;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;Europe;Bioenergy;1300;1511;1879;2494;2907;3173;3068;3104;3139;3319;4593.087;4374.861;4445.952;4313.495;4294.557;4181.667;4845.242;6248.551;5889.68;5943.146;5919.057;8716.219
Denmark;Europe;Solid biofuels and renewable municipal waste;1091;1290;1639;2218;2626;2892;2784;2800;2848;2956;4236.761;4028.912;4068.394;3930.414;3843.723;3714.872;4344.06;5680.582;5277.339;5316.771;5246.463;8103.669
Denmark;Europe;Renewable municipal waste;680;722;761;817;792;998;1006;972;1045;969;912.9;951.216;892.087;873.953;885.11;918.696;860.847;883.621;860.702;963.953;944.837;971.05
Denmark;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Denmark;Europe;Other solid biofuels;411;568;878;1401;1834;1894;1778;1828;1803;1987;3323.861;3077.696;3176.307;3056.461;2958.613;2796.176;3483.213;4796.961;4416.637;4352.818;4301.626;7132.619
Denmark;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;1.083;0;6.217;2.779;1.168;1.423;0;0;0
Denmark;Europe;Biogas;209;221;240;276;281;281;284;304;291;363;356.326;345.949;377.558;381.998;450.834;460.578;498.403;566.801;610.918;626.375;672.594;612.55
Denmark;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Hydropower;5;7;6;13;22;22;13.5;21.822;27.908;31.988;26.881;30.028;42.058;25.532;27.034;26.6;35;26;15;19;30;23
Estonia;Europe;Renewable hydropower;5;7;6;13;22;22;13.5;21.822;27.908;31.988;26.881;30.028;42.058;25.532;27.034;26.6;35;26;15;19;30;23
Estonia;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Wind;0;0;1;6;8;54;76.299;90.783;133.453;195.553;276.992;368.659;433.517;529.039;603.68;715;594;723;636;687;844;733
Estonia;Europe;Onshore wind energy;0;0;1;6;8;54;76.299;90.783;133.453;195.553;276.992;368.659;433.517;529.039;603.68;715;594;723;636;687;844;733
Estonia;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Solar;0;0;0;0;0;0;0;0;0;0.092;0.092;0.183;0.348;1.372;3.056;5.948;9.677;14.492;30.802;73.5;245.132;353.67
Estonia;Europe;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0.092;0.092;0.183;0.348;1.372;3.056;5.948;9.677;14.492;30.802;73.5;245.132;353.67
Estonia;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Bioenergy;13.3;11;23;30;30;35;40;33;36.15;314;740;781;1001;665;758;818;949.006;1095.029;1307;1363.024;1851.557;1768.863
Estonia;Europe;Solid biofuels and renewable municipal waste;13.3;11;23;21;23;21;26;20;27.15;307;730;766;985;645;731;768;904.006;1053.275;1269;1324.182;1820.569;1752.423
Estonia;Europe;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;64.006;57.328;46;64.069;74.569;58.423
Estonia;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Other solid biofuels;13.3;11;23;21;23;21;26;20;27.15;307;730;766;985;645;731;710;840;995.947;1223;1260.113;1746;1694
Estonia;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;Europe;Biogas;0;0;0;9;7;14;14;13;9;7;10;15;16;20;27;50;45;41.754;38;38.842;30.988;16.44
Estonia;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Hydropower;75;75;96.5;85.69;95;99;100;104.45;95.8;92.4;67.4;92.5;99.8;90.6;120.7;133.1;106.3;111.2;108.1;103.5;108.7;100.3
Faroe Islands;Europe;Renewable hydropower;75;75;96.5;85.69;95;99;100;104.45;95.8;92.4;67.4;92.5;99.8;90.6;120.7;133.1;106.3;111.2;108.1;103.5;108.7;100.3
Faroe Islands;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0.023
Faroe Islands;Europe;Wind;0.3;0.3;0.55;2.99;8;10;15;15.76;13;15;13.6;14.5;10.8;21.8;34.5;55.8;52.1;59.7;63.8;52.6;47.1;54.1
Faroe Islands;Europe;Onshore wind energy;0.3;0.3;0.55;2.99;8;10;15;15.76;13;15;13.6;14.5;10.8;21.8;34.5;55.8;52.1;59.7;63.8;52.6;47.1;54.1
Faroe Islands;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Solar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.169;0.177
Faroe Islands;Europe;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.169;0.177
Faroe Islands;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.431;6.8
Faroe Islands;Europe;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Faroe Islands;Europe;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.431;6.8
Faroe Islands;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;Europe;Hydropower;14660;13205;10776;9591;15069.615;13784;11493.691;14177.206;17112.132;12686.03;12921.994;12445.039;16859.128;12838.601;13397.044;16768.698;15799.127;14771.469;13301.104;12420.475;15883.341;15791.129
Finland;Europe;Renewable hydropower;14660;13205;10776;9591;15069.615;13784;11493.691;14177.206;17112.132;12686.03;12921.994;12445.039;16859.128;12838.601;13397.044;16768.698;15799.127;14771.469;13301.104;12420.475;15883.341;15791.129
Finland;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;Europe;Wind;78;70;64;93;120.344;169.942;155.641;188.408;260.52;276.624;294.317;481.393;494.323;773.692;1107.172;2327.359;3068.041;4795.192;5838.668;6024.746;8255.676;8506.734
Finland;Europe;Onshore wind energy;78;70;64;93;120.344;169.942;155.641;188.408;260.52;276.624;290.746;472.253;484.51;764.038;1097.52;2311.569;3056;4693.316;5600.887;5754.079;7950.67;8239.905
Finland;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;3.571;9.14;9.813;9.654;9.652;15.79;12.041;101.876;237.781;270.667;305.006;266.829
Finland;Europe;Solar;1.576;1.715;1.865;2.097;2.361;2.631;3.379;3.811;3.944;4.317;4.739;5.3;5.749;6.452;7.752;11.311;22.066;48.513;90.225;147.182;218.471;297.518
Finland;Europe;Solar photovoltaic;1.576;1.715;1.865;2.097;2.361;2.631;3.379;3.811;3.944;4.317;4.739;5.3;5.749;6.452;7.752;11.311;22.066;48.513;90.225;147.182;218.471;297.518
Finland;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;Europe;Bioenergy;8639;8270;8988;9379;10439;9511;10813;9954;10404;8732;10974;11244;11201;12011;11759;11420;11523;11860;12909;13291;11570;13579
Finland;Europe;Solid biofuels and renewable municipal waste;8608;8242;8955;9339;10401;9478;10772;9914;10359;8686;10868;11086;11041;11703;11409;11060;11121;11446;12483;12927;11273;13249
Finland;Europe;Renewable municipal waste;107;150;145;183;228;266;223;288;295;290;299;268;334;395;441;471;519;556;662;610;513;582
Finland;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;Europe;Other solid biofuels;8501;8092;8810;9156;10173;9212;10549;9626;10064;8396;10569;10818;10707;11308;10968;10589;10602;10890;11821;12317;10760;12667
Finland;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;8;6;2;0;1
Finland;Europe;Biogas;31;28;33;40;38;33;41;40;45;46;106;158;160;308;350;358;398;406;420;362;297;329
Finland;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;Europe;Hydropower;71133.249;78511.427;65830.612;64278.64;64898.935;56331.877;61741.697;63259.417;68367.661;61966.2;67525.617;50893.014;64759.506;77070.961;69570.008;60513.363;65685.548;55134.91;70472.115;61572.316;67095.209;63955.776
France;Europe;Renewable hydropower;64779.966;72622.304;58878.23;57352.128;58041.171;50139.149;54877.946;55989.95;62158.522;55494.548;61202.19;45743.862;59830.634;71920.432;63772.627;55556.272;60839.21;50001.257;65111.426;56913.549;62594.468;59624.978
France;Europe;Pumped storage;6353.283;5889.123;6952.382;6926.512;6857.764;6192.728;6863.751;7269.467;6209.139;6471.652;6323.427;5149.152;4928.872;5150.529;5797.381;4957.091;4846.338;5133.653;5360.689;4658.767;4500.741;4330.798
France;Europe;Marine;507.307;484.933;494.433;490.368;470.176;480.895;464.265;465.292;465.119;448.197;476.397;477.278;457.986;413.572;480.507;487.398;500.465;521.706;479.93;478.964;481.764;483.791
France;Europe;Wind;48.16;131.24;265.59;387.75;594.85;962.57;2182.58;4070.11;5694.21;7911.57;9944.99;12371.619;15178.4;16126.737;17323.779;21420.602;21380.985;24609.437;28598.595;34721.683;39861.296;36831.352
France;Europe;Onshore wind energy;48.16;131.24;265.59;387.75;594.85;962.57;2182.58;4070.11;5694.21;7911.57;9944.99;12371.619;15178.4;16126.737;17323.779;21420.602;21380.985;24609.437;28598.595;34721.683;39861.296;36831.352
France;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;Europe;Solar;5.223;6.161;7.104;7.767;8.448;10.501;12.103;17.572;41.692;173.971;620;2333.809;4427.939;5193.598;6391.619;7753.821;8659.96;9586.61;10924.925;12329.801;13458.502;15732.436
France;Europe;Solar photovoltaic;5.223;6.161;7.104;7.767;8.448;10.501;12.103;17.572;41.692;173.971;620;2333.809;4427.939;5193.598;6391.619;7753.821;8659.96;9586.61;10924.925;12329.801;13458.502;15732.436
France;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;Europe;Bioenergy;2479;2849;3043;3227;3312;3391;3377;3751;3971;4130;4441;5040.942;5299.201;5683.329;5986.149;6525.946;7521.964;7781.246;8378.186;8644.02;8763.751;9603.99
France;Europe;Solid biofuels and renewable municipal waste;2171;2511;2646;2780;2845;2911;2852;3130;3276;3255;3436;3889.267;4002.838;4138.604;4392.686;4690.894;5529.609;5667.348;6008.268;6054.346;5991.833;6442.243
France;Europe;Renewable municipal waste;1081;1467;1537;1647;1717;1657;1605;1776;1863;2020;1973;2078.841;2148.129;2124.886;2083.755;2025.672;2121.882;2205.134;2202.133;2172.598;2137.341;2128.265
France;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France;Europe;Other solid biofuels;1090;1044;1109;1133;1128;1254;1247;1354;1413;1235;1463;1810.426;1854.709;2013.718;2308.931;2665.222;3407.727;3462.214;3806.135;3881.748;3854.492;4313.978
France;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.193;1.229;0.21;0.163;0.149;5.384;8.058
France;Europe;Biogas;308;338;397;447;467;480;525;621;695;875;1005;1151.675;1296.363;1544.725;1593.463;1833.859;1991.126;2113.688;2369.755;2589.525;2766.534;3153.689
France;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;62.237;56.513;90.151;83.113;91.939;97.605;133.13;126.975;128.486;133.199;100.308
Germany;Europe;Hydropower;25962;27253;27864;22897;26460;26417;26791;28084;26469;24682;27353;23512;27849;28782;25444;24897;26134;26155;23863;25671;25275;24973
Germany;Europe;Renewable hydropower;21732;22733;23124;18321;20746;19638;20031;21169;20443;19031;20953;17672;21755;22998;19587;18976;20546;20150;17693;19731;18721;19658
Germany;Europe;Pumped storage;4230;4520;4740;4576;5714;6779;6760;6915;6026;5651;6400;5840;6094;5784;5857;5921;5588;6005;6170;5940;6554;5315
Germany;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany;Europe;Wind;9352;10456;15856;19087;26019;27774;31324;40507;41385;39420;38547;49858;51680;52737;58497;80624;79924;105693;109951;125894;132102;114647
Germany;Europe;Onshore wind energy;9352;10456;15856;19087;26019;27774;31324;40507;41385;39382;38371;49281;50948;51819;57026;72340;67650;88018;90484;101150;104796;90272
Germany;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;38;176;577;732;918;1471;8284;12274;17675;19467;24744;27306;24375
Germany;Europe;Solar;60;116;188;313;557;1282;2220;3075;4420;6583;11729;19599;26380;31010;36056;38726;38098;39401;43459;44383;49496;49340
Germany;Europe;Solar photovoltaic;60;116;188;313;557;1282;2220;3075;4420;6583;11729;19599;26380;31010;36056;38726;38098;39401;43459;44383;49496;49340
Germany;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany;Europe;Bioenergy;4331;4590;5309;8949;10635;14708;18936;24617;28017;30885;33923;36890;43203;45514;48288;50326;50929;50916;50794;50127;50931;46911.2
Germany;Europe;Solid biofuels and renewable municipal waste;2648;2498;2492;5631;7414;10731;12722;13221;13968;14068;15098;15271;15643;15971;16868;16802;16728;16600;17231;16845;17126;16713
Germany;Europe;Renewable municipal waste;1844;1859;1949;2239;2253;3252;3902;4522;4672;4322;4747;4755;4950;5416;6070;5768;5930;5956;6163;5806;5820;5804
Germany;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany;Europe;Other solid biofuels;804;639;543;3392;5161;7479;8820;8699;9296;9746;10351;10516;10693;10532.371;10747.431;11012.541;10779;10623.101;11045.249;11018.475;11287.922;10892.591
Germany;Europe;Liquid biofuels;0;15;20;52;136;116;719;948;1089;1632;1277;382;246;288;334;426;490;437;382;330;307;203
Germany;Europe;Biogas;1683;2077;2797;3266;3085;3861;5495;10448;12960;15185;17548;21237;27314;29255;31086;33098;33711;33879;33181;32952;33498;29995.2
Germany;Europe;Geothermal;0;0;0;0;0;0;0;0;18;19;28;19;25;80;98;133;175;163;178;197;231;244
Gibraltar;Europe;Hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Renewable hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Solar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Hydropower;4111;2725;3463;5332;5205.078;5610.497;6474.849;3376.422;4149.288;5620.776;7498.232;4275.218;4590.649;6383.887;4607.169;6150.32;5565.093;4039.806;5759.901;4050.895;3440.303;5961.439
Greece;Europe;Renewable hydropower;4111;2725;3463;5332;5205.078;5610.497;6474.849;3376.422;3312.288;5352.558;7474.753;4011.165;4392.525;6346.921;4478.322;6098.194;5542.638;3962.547;5743.448;3999.598;3343.687;5903.466
Greece;Europe;Pumped storage;0;0;0;0;0;0;0;0;837;268.218;23.479;264.053;198.124;36.966;128.847;52.126;22.455;77.259;16.453;51.297;96.616;57.973
Greece;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Wind;451;756;651;1021;1120.765;1266.452;1699.353;1818;2242;2543;2713.937;3315.227;3850.157;4139.136;3688.575;4621.019;5145.896;5536.987;6300.259;7266.347;9310.104;10482.981
Greece;Europe;Onshore wind energy;451;756;651;1021;1120.765;1266.452;1699.353;1818;2242;2543;2713.937;3315.227;3850.157;4139.136;3688.575;4621.019;5145.896;5536.987;6300.259;7266.347;9310.104;10482.981
Greece;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Solar;0;0.1;0.1;0.1;0.775;0.953;1.386;1.42;5.236;50;157.748;610.311;1693.986;3648.101;3791.885;3899.636;3929.716;3991.477;3790.652;4428.51;4446.854;5250.978
Greece;Europe;Solar photovoltaic;0;0.1;0.1;0.1;0.775;0.953;1.386;1.42;5.236;50;157.748;610.311;1693.986;3648.101;3791.885;3899.636;3929.716;3991.477;3790.652;4428.51;4446.854;5250.978
Greece;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Bioenergy;0;79;126;105;124;122;114;184;191;218;190;207;204;216;220;231;274.584;310.028;314.07;402.207;453.554;499.205
Greece;Europe;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.584;9.79;11.939;24.67;49.654;42.372
Greece;Europe;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4.584;9.79;11.939;24.67;49.654;42.372
Greece;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Greece;Europe;Biogas;0;79;126;105;124;122;114;184;191;218;190;207;204;216;220;230;270;300.238;302.131;377.537;403.9;456.833
Greece;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Renewable hydropower;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Wind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Onshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Solar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Solar photovoltaic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Bioenergy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Solid biofuels and renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Renewable municipal waste;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Other solid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Biogas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Holy See;Europe;Geothermal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Hydropower;178;186;194;171;204.68;202.153;185.746;209.993;212.951;228.285;188.384;222.03;212.939;213.125;301.477;233.711;259.315;220;222;219;244;212
Hungary;Europe;Renewable hydropower;178;186;194;171;204.68;202.153;185.746;209.993;212.951;228.285;188.384;222.03;212.939;213.125;301.477;233.711;259.315;220;222;219;244;212
Hungary;Europe;Pumped storage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Marine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Wind;0;1;1;4;5.55;10.095;43.364;110;204.828;330.93;533.792;625.693;769.992;717.51;656.54;693.323;683.692;758;607;729;655;664
Hungary;Europe;Onshore wind energy;0;1;1;4;5.55;10.095;43.364;110;204.828;330.93;533.792;625.693;769.992;717.51;656.54;693.323;683.692;758;607;729;655;664
Hungary;Europe;Offshore wind energy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Solar;0;0;0;0;0;0;0;0.3;0.55;0.65;0.85;1.444;7.908;24.62;67;141;244;349;629;1497;2459;3796
Hungary;Europe;Solar photovoltaic;0;0;0;0;0;0;0;0.3;0.55;0.65;0.85;1.444;7.908;24.62;67;141;244;349;629;1497;2459;3796
Hungary;Europe;Concentrated solar power;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Bioenergy;65;70;42;161;725;1658;1264;1563;1938;2335;2297;1859;1655;1832;2126;2161;2071;2152;2296;2227;2155;2231
Hungary;Europe;Solid biofuels and renewable municipal waste;65;63;36;143;704;1633;1227;1515;1869;2239;2179;1646;1444;1565;1839;1868;1738;1804;1960;1906;1831;1936
Hungary;Europe;Renewable municipal waste;55;56;30;34;26;59;94;141;109;113;145;119;111;136;137;208;245;159;162;137;167;161
Hungary;Europe;Bagasse;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;Europe;Other solid biofuels;10;7;6;109;678;1574;1133;1374;1760;2126;2034;1527;1333;1429;1702;1660;1493;1645;1798;1769;1664;1775
Hungary;Europe;Liquid biofuels;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
